"Land Area","Ocean Area","Environment","Species","Scientific name","1990","S_1990","1991","S_1991","1992","S_1992","1993","S_1993","1994","S_1994","1995","S_1995","1996","S_1996","1997","S_1997","1998","S_1998","1999","S_1999","2000","S_2000","2001","S_2001","2002","S_2002","2003","S_2003","2004","S_2004","2005","S_2005","2006","S_2006","2007","S_2007","2008","S_2008","2009","S_2009","2010","S_2010","2011","S_2011","2012","S_2012","2013","S_2013","2014","S_2014","2015","S_2015"
"Brazil","Marine areas","Marine","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","320","F","520","F","730","F","730","F","730","F","730","F","730","F","730","F"
"Brazil","Marine areas","Marine","Crustaceans","Crustaceans","1700","F","2000","","2100","","2100","F","2100","F","2007","","3364","","3613","","7254","","16054","","25388","","40000","","60253","","90190","","75904","","63134","","65000","","65000","","70251","","65188","","69422","","69266","","75000","","64669","","65028","","69860",""
"Brazil","Marine areas","Marine","Marine fishes","Marine fishes","0","-","0","-","0","-","0","-","0","-","0","-","0","-","3","","8","","16","","33","","33","","33","","6","","0","-","0","-","0","-","0","-","0","-","0","-","0",".","0",".","0",".","0",".","0",".","0","."
"Brazil","Marine areas","Marine","Molluscs","Molluscs","130","F","150","","150","F","150","F","150","F","3413","","5126","","6565","","8087","","10444","","12954","","12814","","10829","","10807","","13063","","14901","","15512","","13405","","13106","","13106","","15636","","18259","F","23502","F","19360","F","22083","F","21064","F"
"Brunei Darussalam","Inland waters","Freshwater","Crustaceans","Crustaceans","0","0","0","0","1","","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","3","","1","","1","","0","0","0","-","1","F","0",".","0",".","1","F","0",".","0",".","0","."
"Brunei Darussalam","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","3","F","1","","6","","1","","16","","19","","20","","31","","29","","72","","19","","38","","89","","90","","108","","25","","19","","12","","4","","6","F","14","F","20","F","19","F","27.9","F","6.28","","12.04",""
"Brunei Darussalam","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","2","","4","","5","","10","","27","","57","","69","","45","","35","","31","","29","","32","","494","","394","","416","","577","","438","","361","F","353.03","F","355","F","335","F","456.44","","591.24","","788.94",""
"Brunei Darussalam","Marine areas","Brackishwater","Diadromous fishes","Diadromous fishes","3","","0","0","8","","26","","51","","74","","72","","69","","74","","41","","6","","0",".","23","","20","","43","","30","","36","","31","","28","","30","F","33","F","30","F","20","F","41.56","","75.27","","86.82",""
"Brunei Darussalam","Marine areas","Brackishwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","19","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","3.88","","0","-","0","."
"Brunei Darussalam","Marine areas","Brackishwater","Marine fishes","Marine fishes","0",".","0",".","0",".","5","","0","0","0","0","0","0","0","0","0","0","36","","53","","30","","16","","18","","42","","4","","3","","2","","3","","35","F","99.95","","125","","175","F","31.07","","38.28","","95.34","F"
"Bulgaria","Inland waters","Freshwater","Aquatic plants","Aquatic plants","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","3","","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0.012",""
"Bulgaria","Inland waters","Freshwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","3","","0","0","1","","3","","2.795","","9.86","","7.927","","4.94","","32.61","","17.299","","15.9",""
"Bulgaria","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","700","","686","","735","","712","","700","F","650","F","585","","740","","560","","450","","390","","893","","40","","51","","1189","","1464","","1724","","1884","","1922","","2643.38","","3384.657","","1853.364","","2525.7","","3372.8","","3609.4","","3717.228",""
"Bulgaria","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","7149","","7112","","7397","","7185","","5400","F","3700","F","4100","F","4630","","3600","","7230","","3254","","2042","","2213","","4399","","1182","","1507","","1305","","1859","","2637","","3269.743","","3827.74","","3023.824","","2566.64","","6919.31","","5024.876","","6430.764",""
"Bulgaria","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0.1","","0","-","0",".","0",".","0.12","","0","."
"Bulgaria","Marine areas","Marine","Molluscs","Molluscs","0","-","0","-","0","-","0","-","0","-","265","","42","","67","","92","","100","","10","","0","-","55","","15","","118","","171","","228","","288","","595","","806.62","","698.26","","642.06","","877.78","","1826.93","","2520.1","","3372.645",""
"Burkina Faso","Inland waters","Freshwater","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","10","F","50","","50","","70","","70","","70","","100","","100","","120","","100","","80",""
"Burkina Faso","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","6","","5","","5","F","0","0","0","0","0","0","30","","45","","40","F","25","F","5","","5","","5","","5","","5","F","55","F","200","","298","","405","","205","","300","F","205","","202","","200","","200","","200",""
"Burundi","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","30","F","50","","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","50","F","17.3","","61.7","","160.4","","165","F","165","F","1326",""
"Cambodia","Inland waters","Freshwater","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","30","","110","F","120","F","140","","140","F","140","F","150","F","150","F"
"Cambodia","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","6400","F","6700","F","8550","F","7400","F","7640","F","8780","F","9000","F","11534","F","12585","F","14288","F","14002","F","13463","F","14133","F","17886","F","19900","F","25000","F","32800","F","33900","F","38270","F","47795","F","57600","F","69170","","70820","F","86380","F","115315","F","139410","F"
"Cambodia","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","50","F","60","F","60","F","70","","70","F","70","F","70","F","70","F"
"Cambodia","Marine areas","Brackishwater","Crustaceans","Crustaceans","0",".","0",".","0",".","500","","560","","731","","600","","266","","197","","62","","20","","143","","53","","90","","75","","110","","40","","70","","90","","95","","100","","120","","160","F","160","F","170","F","170","F"
"Cambodia","Marine areas","Brackishwater","Molluscs","Molluscs","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","1318","","650","","408","","394","F","414","F","524","F","700","F","890","F","1360","F","1290","F","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Cambodia","Marine areas","Marine","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","3500","","3650","","7800","","16840","","18000","","6810","","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0","."
"Cambodia","Marine areas","Marine","Diadromous fishes","Diadromous fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","80","F","100","F","120","F","140","","140","F","150","F","200","F","200","F"
"Cambodia","Marine areas","Marine","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","185","F","240","F","300","F","360","","370","F","400","F","550","F","500","F"
"Cambodia","Marine areas","Marine","Molluscs","Molluscs","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1295","","1600","F","1700","F","2000","","2300","F","2700","F","3600","F","2500","F"
"Cameroon","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","106","F","74","F","57","F","50","","50","F","57","F","58","F","67","","67","","67","F","50","","150","F","330","","385","","395","F","402","","435","F","546","F","546","F","546","F","570","F","571","","840","","840","F","840","F","840","F"
"Canada","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","7277","","3324","","3927","","4121","","4434","","5316","","7689","","6856","","8316","","12583","","12037","","11218","","8864","","6503","","4871","","4857","","4374","","5044","","8132","","7398","","7044","","6494","","6782","","7151","","7325","","7980",""
"Canada","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0","-","34","","89","","99","","71","","81","","9","","60","","138","","488","","694","","1558","","1521","","513","","5448","","12636","","9632","","7745","","868","","1429","","1355","","788","","645","","940","","1357","","1177",""
"Canada","Marine areas","Marine","Diadromous fishes","Diadromous fishes","23321","","34210","","30334","","36678","","36083","","42515","","45625","","56850","","58665","","72790","","82595","","105606","","127621","","124328","","96774","","98370","","118061","","102509","","115620","","113837","","114443","","124864","","133275","","119991","","92577","","141874",""
"Canada","Marine areas","Marine","Marine fishes","Marine fishes","90","","0","0","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-","0","-"
"Canada","Marine areas","Marine","Molluscs","Molluscs","10528","","10500","","11036","","11544","","14842","","17295","","19053","","17910","","23927","","27055","","32339","","34664","","34040","","36454","","37925","","38724","","39562","","37188","","30929","","33264","","39499","","37560","","44208","","39933","","38473","","36343",""
"Central African Republic","Inland waters","Freshwater","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","30","","30","","42","","40","F","40","F","40","F"
"Central African Republic","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","105","F","105","F","338","","301","F","255","F","210","F","150","F","80","","80","","117","","120","F","125","F","125","F","125","F","125","F","125","F","140","F","140","F","140","F","140","F","140","F","140","F","140","F","140","F","140","F","140","F"
"Chad","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","3","F","3","F","3","F","3","F","3","F","3","F","3","F","3","F"
"Channel Islands","Marine areas","Marine","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","","2.6","","2.8","","2.6","","1.2","","0",".","0",".","0","."
"Channel Islands","Marine areas","Marine","Molluscs","Molluscs","67","","67","F","50","","81","","103","","114","","191","","130","","196","","249","","390","","487","","580","","684","","775","","650","","660","F","791","","971","","1022","","1127.4","","1088.5","","881.043","","972.13","","1316.75","","1768.2",""
"Chile","Inland waters","Freshwater","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","4633","","2719","","6016","","41","","17","","225","","15","","52","","28","","0","."
"Chile","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","3628","","6818","","1675","","1700","","2187","","2630","","1938","","7848","","4035","","3250","","655","","1051","","3580","","3592","F","4248","F","10191","F","11010","F","2751","F","2697","F","27440","","36221","F","41203","","59527","","44368","","55744","","648",""
"Chile","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","","0",".","39","","27","","3","","0",".","0",".","0",".","0",".","0",".","12920","","0","."
"Chile","Marine areas","Brackishwater","Marine fishes","Marine fishes","0",".","3","","17","","32","","19","","38","","168","","278","","426","","334","","260","","303","","320","","422","","273","","296","","277","","335","","282","","319","","299","","252","","442","","107","","2","","3",""
"Chile","Marine areas","Marine","Aquatic plants","Aquatic plants","38017","","57679","","47807","","48648","","65787","","49183","","105212","","102767","","68386","","31278","","33471","","65538","","71648","","40079","","20273","","15493","","33586","","23668","","21687","","88152","","12162","","14469","","4111","","12460","","12808","","11952",""
"Chile","Marine areas","Marine","Diadromous fishes","Diadromous fishes","24974","","35650","","60513","","75746","","99757","","138747","","197147","","240122","","255201","","226938","","341751","","503371","","478812","","484639","F","564797","F","603948","F","636253","F","600084","F","627950","F","578126","","430636","F","608266","","758145","","736203","","899435","","829631",""
"Chile","Marine areas","Marine","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1","","0","."
"Chile","Marine areas","Marine","Molluscs","Molluscs","3845","","5108","","6269","","8964","","15997","","15668","","18650","","24098","","33382","","43694","","48921","","61371","","62943","","78606","","106565","","109440","","146531","","176582","","212210","","187006","","233906","","305124","","253307","","252528","","246421","","215508",""
"China","Inland waters","Freshwater","Aquatic plants","Aquatic plants","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","16483","F","35889","F","48479","F","55970","","67020","","62420","","71040","","97060","","73020","","80250","","82090","","85730","","89450",""
"China","Inland waters","Freshwater","Crustaceans","Crustaceans","4833","","8433","","9509","","17641","","31227","","41515","","99994","","133668","F","166063","F","220868","F","374519","F","446118","F","478924","F","920061","F","1058143","F","1114966","F","1352487","","1673650","","1771502","","1960507","","2138028","","2164400","","2343034","","2429437","","2559693","","2690621",""
"China","Inland waters","Freshwater","Diadromous fishes","Diadromous fishes","67672","","80582","","91655","","100000","","110000","","120000","","147316","","155739","F","146317","F","144740","F","140067","F","135078","F","141721","F","175097","F","194736","F","201044","F","242728","","273976","","272110","","293563","","298408","","305912","","331842","","342172","","366257","","399401",""
"China","Inland waters","Freshwater","Freshwater fishes","Freshwater fishes","4386595","","4536885","","5236736","","6354958","","7750967","","9228640","","10658314","","11187477","F","11491119","F","12079691","F","12623335","F","13149777","F","13931433","F","13871237","F","14698965","F","15593055","F","16437286","","17235478","","18095017","","19276930","","20340507","","21544136","","23005488","","24470279","","25658583","","26745454",""
"China","Inland waters","Freshwater","Marine fishes","Marine fishes","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","1213","F","1065","F","1025","F","1983","","1366","","2115","","2210","","2842","","4020","","3804","","4860","","4815","","5220",""
"China","Inland waters","Freshwater","Miscellaneous aquatic animal products","Miscellaneous aquatic animal products","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","4857","","5144.172","","4573.344","","3375.429","","3108.4","","2305.2","","2548.4","","1983.2","","1979.33","","1795.974",""
"China","Inland waters","Freshwater","Miscellaneous aquatic animals","Miscellaneous aquatic animals","0",".","0",".","0",".","0",".","4400","","17445","","32004","","41410","F","55514","F","67520","F","80466","F","98916","F","100712","F","199777","F","212746","F","240380","F","287147","","306373","","340796","","385691","","421751","","439070","","491951","","511673","","506511","","509093",""
"China","Inland waters","Freshwater","Molluscs","Molluscs","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","155301","F","165013","F","179323","F","207542","","206455","","232632","","235241","","251008","","252213","","258776","","255756","","251200","","262225",""
"China","Marine areas","Brackishwater","Crustaceans","Crustaceans","184817","","219571","","206866","","87856","","63872","","115881","","129050","","151458","F","194123","F","237134","F","302796","F","401492","F","492838","F","529603","F","572029","F","655496","F","737636","","828291","","857988","","921151","","970046","","1034282","","1149974","","1230634","","1314927","","1317145",""
"China","Marine areas","Marine","Aquatic plants","Aquatic plants","1470230","","2185990","","3059005","","3805695","","4131125","","4162620","","4493925","","4418763","F","5685633","F","6457463","F","6938095","F","7167171","F","7720529","F","8530407","F","9335619","F","9445750","F","9688240","","9678005","","9871465","","10424865","","10995210","","11476535","","12751810","","13479355","","13240585","","13835085",""
"China","Marine areas","Marine","Crustaceans","Crustaceans","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","0",".","49219","F","59840","F","69162","F","77156","","90717","","83803","","95788","","91050","","92907","","99580","","109584","","118836","","117772",""
"China","Marine areas","Marine","Marine fishes","Marine fishes","43354","","47182","","58716","","71672","","101110","","144957","","182155","","238975","F","277821","F","301590","F","376709","F","434561","F","491154","F","454495","F","509721","F","576370","F","631692","","688563","","746504","","797938","","808172","","964189","","1028399","","1123576","","1189667","","1638534",""
